# Windows: CP932, iconv: SHIFT_JIS
入力コード	入力バイト列(16進)	Windows_CP932:デコード成功	Windows_CP932:Unicodeコードポイント	Windows_CP932:文字	Windows_CP932:元に戻る	Windows_CP932:再エンコード結果(16進)	iconv:デコード成功	iconv:Unicodeコードポイント	iconv:文字	iconv:元に戻る	iconv:再エンコード結果(16進)	iconv→Windows_CP932:エンコード可能	iconv→Windows_CP932:元に戻る	iconv→Windows_CP932:再エンコード結果(16進)	差分フラグ(ビット値)	差分内容
0xE2A9	E2 A9	1	0x00007B70	筰	1	E2 A9	1	0x00007B70	筰	1	E2 A9	1	1	E2 A9	0	差分なし
0xE2AA	E2 AA	1	0x00007B71	筱	1	E2 AA	1	0x00007B71	筱	1	E2 AA	1	1	E2 AA	0	差分なし
0xE2AB	E2 AB	1	0x00007B6C	筬	1	E2 AB	1	0x00007B6C	筬	1	E2 AB	1	1	E2 AB	0	差分なし
0xE2AC	E2 AC	1	0x00007B6E	筮	1	E2 AC	1	0x00007B6E	筮	1	E2 AC	1	1	E2 AC	0	差分なし
0xE2AD	E2 AD	1	0x00007B9D	箝	1	E2 AD	1	0x00007B9D	箝	1	E2 AD	1	1	E2 AD	0	差分なし
0xE2AE	E2 AE	1	0x00007B98	箘	1	E2 AE	1	0x00007B98	箘	1	E2 AE	1	1	E2 AE	0	差分なし
0xE2AF	E2 AF	1	0x00007B9F	箟	1	E2 AF	1	0x00007B9F	箟	1	E2 AF	1	1	E2 AF	0	差分なし
0xE2B0	E2 B0	1	0x00007B8D	箍	1	E2 B0	1	0x00007B8D	箍	1	E2 B0	1	1	E2 B0	0	差分なし
0xE2B1	E2 B1	1	0x00007B9C	箜	1	E2 B1	1	0x00007B9C	箜	1	E2 B1	1	1	E2 B1	0	差分なし
0xE2B2	E2 B2	1	0x00007B9A	箚	1	E2 B2	1	0x00007B9A	箚	1	E2 B2	1	1	E2 B2	0	差分なし
0xE2B3	E2 B3	1	0x00007B8B	箋	1	E2 B3	1	0x00007B8B	箋	1	E2 B3	1	1	E2 B3	0	差分なし
0xE2B4	E2 B4	1	0x00007B92	箒	1	E2 B4	1	0x00007B92	箒	1	E2 B4	1	1	E2 B4	0	差分なし
0xE2B5	E2 B5	1	0x00007B8F	箏	1	E2 B5	1	0x00007B8F	箏	1	E2 B5	1	1	E2 B5	0	差分なし
0xE2B6	E2 B6	1	0x00007B5D	筝	1	E2 B6	1	0x00007B5D	筝	1	E2 B6	1	1	E2 B6	0	差分なし
0xE2B7	E2 B7	1	0x00007B99	箙	1	E2 B7	1	0x00007B99	箙	1	E2 B7	1	1	E2 B7	0	差分なし
0xE2B8	E2 B8	1	0x00007BCB	篋	1	E2 B8	1	0x00007BCB	篋	1	E2 B8	1	1	E2 B8	0	差分なし
0xE2B9	E2 B9	1	0x00007BC1	篁	1	E2 B9	1	0x00007BC1	篁	1	E2 B9	1	1	E2 B9	0	差分なし
0xE2BA	E2 BA	1	0x00007BCC	篌	1	E2 BA	1	0x00007BCC	篌	1	E2 BA	1	1	E2 BA	0	差分なし
0xE2BB	E2 BB	1	0x00007BCF	篏	1	E2 BB	1	0x00007BCF	篏	1	E2 BB	1	1	E2 BB	0	差分なし
0xE2BC	E2 BC	1	0x00007BB4	箴	1	E2 BC	1	0x00007BB4	箴	1	E2 BC	1	1	E2 BC	0	差分なし
0xE2BD	E2 BD	1	0x00007BC6	篆	1	E2 BD	1	0x00007BC6	篆	1	E2 BD	1	1	E2 BD	0	差分なし
0xE2BE	E2 BE	1	0x00007BDD	篝	1	E2 BE	1	0x00007BDD	篝	1	E2 BE	1	1	E2 BE	0	差分なし
0xE2BF	E2 BF	1	0x00007BE9	篩	1	E2 BF	1	0x00007BE9	篩	1	E2 BF	1	1	E2 BF	0	差分なし
0xE2C0	E2 C0	1	0x00007C11	簑	1	E2 C0	1	0x00007C11	簑	1	E2 C0	1	1	E2 C0	0	差分なし
0xE2C1	E2 C1	1	0x00007C14	簔	1	E2 C1	1	0x00007C14	簔	1	E2 C1	1	1	E2 C1	0	差分なし
0xE2C2	E2 C2	1	0x00007BE6	篦	1	E2 C2	1	0x00007BE6	篦	1	E2 C2	1	1	E2 C2	0	差分なし
0xE2C3	E2 C3	1	0x00007BE5	篥	1	E2 C3	1	0x00007BE5	篥	1	E2 C3	1	1	E2 C3	0	差分なし
0xE2C4	E2 C4	1	0x00007C60	籠	1	E2 C4	1	0x00007C60	籠	1	E2 C4	1	1	E2 C4	0	差分なし
0xE2C5	E2 C5	1	0x00007C00	簀	1	E2 C5	1	0x00007C00	簀	1	E2 C5	1	1	E2 C5	0	差分なし
0xE2C6	E2 C6	1	0x00007C07	簇	1	E2 C6	1	0x00007C07	簇	1	E2 C6	1	1	E2 C6	0	差分なし
0xE2C7	E2 C7	1	0x00007C13	簓	1	E2 C7	1	0x00007C13	簓	1	E2 C7	1	1	E2 C7	0	差分なし
0xE2C8	E2 C8	1	0x00007BF3	篳	1	E2 C8	1	0x00007BF3	篳	1	E2 C8	1	1	E2 C8	0	差分なし
0xE2C9	E2 C9	1	0x00007BF7	篷	1	E2 C9	1	0x00007BF7	篷	1	E2 C9	1	1	E2 C9	0	差分なし
0xE2CA	E2 CA	1	0x00007C17	簗	1	E2 CA	1	0x00007C17	簗	1	E2 CA	1	1	E2 CA	0	差分なし
0xE2CB	E2 CB	1	0x00007C0D	簍	1	E2 CB	1	0x00007C0D	簍	1	E2 CB	1	1	E2 CB	0	差分なし
0xE2CC	E2 CC	1	0x00007BF6	篶	1	E2 CC	1	0x00007BF6	篶	1	E2 CC	1	1	E2 CC	0	差分なし
0xE2CD	E2 CD	1	0x00007C23	簣	1	E2 CD	1	0x00007C23	簣	1	E2 CD	1	1	E2 CD	0	差分なし
0xE2CE	E2 CE	1	0x00007C27	簧	1	E2 CE	1	0x00007C27	簧	1	E2 CE	1	1	E2 CE	0	差分なし
0xE2CF	E2 CF	1	0x00007C2A	簪	1	E2 CF	1	0x00007C2A	簪	1	E2 CF	1	1	E2 CF	0	差分なし
0xE2D0	E2 D0	1	0x00007C1F	簟	1	E2 D0	1	0x00007C1F	簟	1	E2 D0	1	1	E2 D0	0	差分なし
0xE2D1	E2 D1	1	0x00007C37	簷	1	E2 D1	1	0x00007C37	簷	1	E2 D1	1	1	E2 D1	0	差分なし
0xE2D2	E2 D2	1	0x00007C2B	簫	1	E2 D2	1	0x00007C2B	簫	1	E2 D2	1	1	E2 D2	0	差分なし
0xE2D3	E2 D3	1	0x00007C3D	簽	1	E2 D3	1	0x00007C3D	簽	1	E2 D3	1	1	E2 D3	0	差分なし
0xE2D4	E2 D4	1	0x00007C4C	籌	1	E2 D4	1	0x00007C4C	籌	1	E2 D4	1	1	E2 D4	0	差分なし
0xE2D5	E2 D5	1	0x00007C43	籃	1	E2 D5	1	0x00007C43	籃	1	E2 D5	1	1	E2 D5	0	差分なし
0xE2D6	E2 D6	1	0x00007C54	籔	1	E2 D6	1	0x00007C54	籔	1	E2 D6	1	1	E2 D6	0	差分なし
0xE2D7	E2 D7	1	0x00007C4F	籏	1	E2 D7	1	0x00007C4F	籏	1	E2 D7	1	1	E2 D7	0	差分なし
0xE2D8	E2 D8	1	0x00007C40	籀	1	E2 D8	1	0x00007C40	籀	1	E2 D8	1	1	E2 D8	0	差分なし
0xE2D9	E2 D9	1	0x00007C50	籐	1	E2 D9	1	0x00007C50	籐	1	E2 D9	1	1	E2 D9	0	差分なし
0xE2DA	E2 DA	1	0x00007C58	籘	1	E2 DA	1	0x00007C58	籘	1	E2 DA	1	1	E2 DA	0	差分なし
0xE2DB	E2 DB	1	0x00007C5F	籟	1	E2 DB	1	0x00007C5F	籟	1	E2 DB	1	1	E2 DB	0	差分なし
0xE2DC	E2 DC	1	0x00007C64	籤	1	E2 DC	1	0x00007C64	籤	1	E2 DC	1	1	E2 DC	0	差分なし
0xE2DD	E2 DD	1	0x00007C56	籖	1	E2 DD	1	0x00007C56	籖	1	E2 DD	1	1	E2 DD	0	差分なし
0xE2DE	E2 DE	1	0x00007C65	籥	1	E2 DE	1	0x00007C65	籥	1	E2 DE	1	1	E2 DE	0	差分なし
0xE2DF	E2 DF	1	0x00007C6C	籬	1	E2 DF	1	0x00007C6C	籬	1	E2 DF	1	1	E2 DF	0	差分なし
0xE2E0	E2 E0	1	0x00007C75	籵	1	E2 E0	1	0x00007C75	籵	1	E2 E0	1	1	E2 E0	0	差分なし
0xE2E1	E2 E1	1	0x00007C83	粃	1	E2 E1	1	0x00007C83	粃	1	E2 E1	1	1	E2 E1	0	差分なし
0xE2E2	E2 E2	1	0x00007C90	粐	1	E2 E2	1	0x00007C90	粐	1	E2 E2	1	1	E2 E2	0	差分なし
0xE2E3	E2 E3	1	0x00007CA4	粤	1	E2 E3	1	0x00007CA4	粤	1	E2 E3	1	1	E2 E3	0	差分なし
0xE2E4	E2 E4	1	0x00007CAD	粭	1	E2 E4	1	0x00007CAD	粭	1	E2 E4	1	1	E2 E4	0	差分なし
0xE2E5	E2 E5	1	0x00007CA2	粢	1	E2 E5	1	0x00007CA2	粢	1	E2 E5	1	1	E2 E5	0	差分なし
0xE2E6	E2 E6	1	0x00007CAB	粫	1	E2 E6	1	0x00007CAB	粫	1	E2 E6	1	1	E2 E6	0	差分なし
0xE2E7	E2 E7	1	0x00007CA1	粡	1	E2 E7	1	0x00007CA1	粡	1	E2 E7	1	1	E2 E7	0	差分なし
0xE2E8	E2 E8	1	0x00007CA8	粨	1	E2 E8	1	0x00007CA8	粨	1	E2 E8	1	1	E2 E8	0	差分なし
0xE2E9	E2 E9	1	0x00007CB3	粳	1	E2 E9	1	0x00007CB3	粳	1	E2 E9	1	1	E2 E9	0	差分なし
0xE2EA	E2 EA	1	0x00007CB2	粲	1	E2 EA	1	0x00007CB2	粲	1	E2 EA	1	1	E2 EA	0	差分なし
0xE2EB	E2 EB	1	0x00007CB1	粱	1	E2 EB	1	0x00007CB1	粱	1	E2 EB	1	1	E2 EB	0	差分なし
0xE2EC	E2 EC	1	0x00007CAE	粮	1	E2 EC	1	0x00007CAE	粮	1	E2 EC	1	1	E2 EC	0	差分なし
0xE2ED	E2 ED	1	0x00007CB9	粹	1	E2 ED	1	0x00007CB9	粹	1	E2 ED	1	1	E2 ED	0	差分なし
0xE2EE	E2 EE	1	0x00007CBD	粽	1	E2 EE	1	0x00007CBD	粽	1	E2 EE	1	1	E2 EE	0	差分なし
0xE2EF	E2 EF	1	0x00007CC0	糀	1	E2 EF	1	0x00007CC0	糀	1	E2 EF	1	1	E2 EF	0	差分なし
0xE2F0	E2 F0	1	0x00007CC5	糅	1	E2 F0	1	0x00007CC5	糅	1	E2 F0	1	1	E2 F0	0	差分なし
0xE2F1	E2 F1	1	0x00007CC2	糂	1	E2 F1	1	0x00007CC2	糂	1	E2 F1	1	1	E2 F1	0	差分なし
0xE2F2	E2 F2	1	0x00007CD8	糘	1	E2 F2	1	0x00007CD8	糘	1	E2 F2	1	1	E2 F2	0	差分なし
0xE2F3	E2 F3	1	0x00007CD2	糒	1	E2 F3	1	0x00007CD2	糒	1	E2 F3	1	1	E2 F3	0	差分なし
0xE2F4	E2 F4	1	0x00007CDC	糜	1	E2 F4	1	0x00007CDC	糜	1	E2 F4	1	1	E2 F4	0	差分なし
0xE2F5	E2 F5	1	0x00007CE2	糢	1	E2 F5	1	0x00007CE2	糢	1	E2 F5	1	1	E2 F5	0	差分なし
0xE2F6	E2 F6	1	0x00009B3B	鬻	1	E2 F6	1	0x00009B3B	鬻	1	E2 F6	1	1	E2 F6	0	差分なし
0xE2F7	E2 F7	1	0x00007CEF	糯	1	E2 F7	1	0x00007CEF	糯	1	E2 F7	1	1	E2 F7	0	差分なし
0xE2F8	E2 F8	1	0x00007CF2	糲	1	E2 F8	1	0x00007CF2	糲	1	E2 F8	1	1	E2 F8	0	差分なし
0xE2F9	E2 F9	1	0x00007CF4	糴	1	E2 F9	1	0x00007CF4	糴	1	E2 F9	1	1	E2 F9	0	差分なし
0xE2FA	E2 FA	1	0x00007CF6	糶	1	E2 FA	1	0x00007CF6	糶	1	E2 FA	1	1	E2 FA	0	差分なし
0xE2FB	E2 FB	1	0x00007CFA	糺	1	E2 FB	1	0x00007CFA	糺	1	E2 FB	1	1	E2 FB	0	差分なし
0xE2FC	E2 FC	1	0x00007D06	紆	1	E2 FC	1	0x00007D06	紆	1	E2 FC	1	1	E2 FC	0	差分なし
0xE340	E3 40	1	0x00007D02	紂	1	E3 40	1	0x00007D02	紂	1	E3 40	1	1	E3 40	0	差分なし
0xE341	E3 41	1	0x00007D1C	紜	1	E3 41	1	0x00007D1C	紜	1	E3 41	1	1	E3 41	0	差分なし
0xE342	E3 42	1	0x00007D15	紕	1	E3 42	1	0x00007D15	紕	1	E3 42	1	1	E3 42	0	差分なし
0xE343	E3 43	1	0x00007D0A	紊	1	E3 43	1	0x00007D0A	紊	1	E3 43	1	1	E3 43	0	差分なし
0xE344	E3 44	1	0x00007D45	絅	1	E3 44	1	0x00007D45	絅	1	E3 44	1	1	E3 44	0	差分なし
0xE345	E3 45	1	0x00007D4B	絋	1	E3 45	1	0x00007D4B	絋	1	E3 45	1	1	E3 45	0	差分なし
0xE346	E3 46	1	0x00007D2E	紮	1	E3 46	1	0x00007D2E	紮	1	E3 46	1	1	E3 46	0	差分なし
0xE347	E3 47	1	0x00007D32	紲	1	E3 47	1	0x00007D32	紲	1	E3 47	1	1	E3 47	0	差分なし
0xE348	E3 48	1	0x00007D3F	紿	1	E3 48	1	0x00007D3F	紿	1	E3 48	1	1	E3 48	0	差分なし
0xE349	E3 49	1	0x00007D35	紵	1	E3 49	1	0x00007D35	紵	1	E3 49	1	1	E3 49	0	差分なし
0xE34A	E3 4A	1	0x00007D46	絆	1	E3 4A	1	0x00007D46	絆	1	E3 4A	1	1	E3 4A	0	差分なし
0xE34B	E3 4B	1	0x00007D73	絳	1	E3 4B	1	0x00007D73	絳	1	E3 4B	1	1	E3 4B	0	差分なし
0xE34C	E3 4C	1	0x00007D56	絖	1	E3 4C	1	0x00007D56	絖	1	E3 4C	1	1	E3 4C	0	差分なし
0xE34D	E3 4D	1	0x00007D4E	絎	1	E3 4D	1	0x00007D4E	絎	1	E3 4D	1	1	E3 4D	0	差分なし
0xE34E	E3 4E	1	0x00007D72	絲	1	E3 4E	1	0x00007D72	絲	1	E3 4E	1	1	E3 4E	0	差分なし
0xE34F	E3 4F	1	0x00007D68	絨	1	E3 4F	1	0x00007D68	絨	1	E3 4F	1	1	E3 4F	0	差分なし
0xE350	E3 50	1	0x00007D6E	絮	1	E3 50	1	0x00007D6E	絮	1	E3 50	1	1	E3 50	0	差分なし
0xE351	E3 51	1	0x00007D4F	絏	1	E3 51	1	0x00007D4F	絏	1	E3 51	1	1	E3 51	0	差分なし
0xE352	E3 52	1	0x00007D63	絣	1	E3 52	1	0x00007D63	絣	1	E3 52	1	1	E3 52	0	差分なし
0xE353	E3 53	1	0x00007D93	經	1	E3 53	1	0x00007D93	經	1	E3 53	1	1	E3 53	0	差分なし
0xE354	E3 54	1	0x00007D89	綉	1	E3 54	1	0x00007D89	綉	1	E3 54	1	1	E3 54	0	差分なし
0xE355	E3 55	1	0x00007D5B	絛	1	E3 55	1	0x00007D5B	絛	1	E3 55	1	1	E3 55	0	差分なし
0xE356	E3 56	1	0x00007D8F	綏	1	E3 56	1	0x00007D8F	綏	1	E3 56	1	1	E3 56	0	差分なし
0xE357	E3 57	1	0x00007D7D	絽	1	E3 57	1	0x00007D7D	絽	1	E3 57	1	1	E3 57	0	差分なし
0xE358	E3 58	1	0x00007D9B	綛	1	E3 58	1	0x00007D9B	綛	1	E3 58	1	1	E3 58	0	差分なし
0xE359	E3 59	1	0x00007DBA	綺	1	E3 59	1	0x00007DBA	綺	1	E3 59	1	1	E3 59	0	差分なし
0xE35A	E3 5A	1	0x00007DAE	綮	1	E3 5A	1	0x00007DAE	綮	1	E3 5A	1	1	E3 5A	0	差分なし
0xE35B	E3 5B	1	0x00007DA3	綣	1	E3 5B	1	0x00007DA3	綣	1	E3 5B	1	1	E3 5B	0	差分なし
0xE35C	E3 5C	1	0x00007DB5	綵	1	E3 5C	1	0x00007DB5	綵	1	E3 5C	1	1	E3 5C	0	差分なし
0xE35D	E3 5D	1	0x00007DC7	緇	1	E3 5D	1	0x00007DC7	緇	1	E3 5D	1	1	E3 5D	0	差分なし
0xE35E	E3 5E	1	0x00007DBD	綽	1	E3 5E	1	0x00007DBD	綽	1	E3 5E	1	1	E3 5E	0	差分なし
0xE35F	E3 5F	1	0x00007DAB	綫	1	E3 5F	1	0x00007DAB	綫	1	E3 5F	1	1	E3 5F	0	差分なし
0xE360	E3 60	1	0x00007E3D	總	1	E3 60	1	0x00007E3D	總	1	E3 60	1	1	E3 60	0	差分なし
0xE361	E3 61	1	0x00007DA2	綢	1	E3 61	1	0x00007DA2	綢	1	E3 61	1	1	E3 61	0	差分なし
0xE362	E3 62	1	0x00007DAF	綯	1	E3 62	1	0x00007DAF	綯	1	E3 62	1	1	E3 62	0	差分なし
0xE363	E3 63	1	0x00007DDC	緜	1	E3 63	1	0x00007DDC	緜	1	E3 63	1	1	E3 63	0	差分なし
0xE364	E3 64	1	0x00007DB8	綸	1	E3 64	1	0x00007DB8	綸	1	E3 64	1	1	E3 64	0	差分なし
0xE365	E3 65	1	0x00007D9F	綟	1	E3 65	1	0x00007D9F	綟	1	E3 65	1	1	E3 65	0	差分なし
0xE366	E3 66	1	0x00007DB0	綰	1	E3 66	1	0x00007DB0	綰	1	E3 66	1	1	E3 66	0	差分なし
0xE367	E3 67	1	0x00007DD8	緘	1	E3 67	1	0x00007DD8	緘	1	E3 67	1	1	E3 67	0	差分なし
0xE368	E3 68	1	0x00007DDD	緝	1	E3 68	1	0x00007DDD	緝	1	E3 68	1	1	E3 68	0	差分なし
0xE369	E3 69	1	0x00007DE4	緤	1	E3 69	1	0x00007DE4	緤	1	E3 69	1	1	E3 69	0	差分なし
0xE36A	E3 6A	1	0x00007DDE	緞	1	E3 6A	1	0x00007DDE	緞	1	E3 6A	1	1	E3 6A	0	差分なし
0xE36B	E3 6B	1	0x00007DFB	緻	1	E3 6B	1	0x00007DFB	緻	1	E3 6B	1	1	E3 6B	0	差分なし
0xE36C	E3 6C	1	0x00007DF2	緲	1	E3 6C	1	0x00007DF2	緲	1	E3 6C	1	1	E3 6C	0	差分なし
0xE36D	E3 6D	1	0x00007DE1	緡	1	E3 6D	1	0x00007DE1	緡	1	E3 6D	1	1	E3 6D	0	差分なし
0xE36E	E3 6E	1	0x00007E05	縅	1	E3 6E	1	0x00007E05	縅	1	E3 6E	1	1	E3 6E	0	差分なし
0xE36F	E3 6F	1	0x00007E0A	縊	1	E3 6F	1	0x00007E0A	縊	1	E3 6F	1	1	E3 6F	0	差分なし
0xE370	E3 70	1	0x00007E23	縣	1	E3 70	1	0x00007E23	縣	1	E3 70	1	1	E3 70	0	差分なし
0xE371	E3 71	1	0x00007E21	縡	1	E3 71	1	0x00007E21	縡	1	E3 71	1	1	E3 71	0	差分なし
0xE372	E3 72	1	0x00007E12	縒	1	E3 72	1	0x00007E12	縒	1	E3 72	1	1	E3 72	0	差分なし
0xE373	E3 73	1	0x00007E31	縱	1	E3 73	1	0x00007E31	縱	1	E3 73	1	1	E3 73	0	差分なし
0xE374	E3 74	1	0x00007E1F	縟	1	E3 74	1	0x00007E1F	縟	1	E3 74	1	1	E3 74	0	差分なし
0xE375	E3 75	1	0x00007E09	縉	1	E3 75	1	0x00007E09	縉	1	E3 75	1	1	E3 75	0	差分なし
0xE376	E3 76	1	0x00007E0B	縋	1	E3 76	1	0x00007E0B	縋	1	E3 76	1	1	E3 76	0	差分なし
0xE377	E3 77	1	0x00007E22	縢	1	E3 77	1	0x00007E22	縢	1	E3 77	1	1	E3 77	0	差分なし
0xE378	E3 78	1	0x00007E46	繆	1	E3 78	1	0x00007E46	繆	1	E3 78	1	1	E3 78	0	差分なし
0xE379	E3 79	1	0x00007E66	繦	1	E3 79	1	0x00007E66	繦	1	E3 79	1	1	E3 79	0	差分なし
0xE37A	E3 7A	1	0x00007E3B	縻	1	E3 7A	1	0x00007E3B	縻	1	E3 7A	1	1	E3 7A	0	差分なし
0xE37B	E3 7B	1	0x00007E35	縵	1	E3 7B	1	0x00007E35	縵	1	E3 7B	1	1	E3 7B	0	差分なし
0xE37C	E3 7C	1	0x00007E39	縹	1	E3 7C	1	0x00007E39	縹	1	E3 7C	1	1	E3 7C	0	差分なし
0xE37D	E3 7D	1	0x00007E43	繃	1	E3 7D	1	0x00007E43	繃	1	E3 7D	1	1	E3 7D	0	差分なし
0xE37E	E3 7E	1	0x00007E37	縷	1	E3 7E	1	0x00007E37	縷	1	E3 7E	1	1	E3 7E	0	差分なし
0xE380	E3 80	1	0x00007E32	縲	1	E3 80	1	0x00007E32	縲	1	E3 80	1	1	E3 80	0	差分なし
0xE381	E3 81	1	0x00007E3A	縺	1	E3 81	1	0x00007E3A	縺	1	E3 81	1	1	E3 81	0	差分なし
0xE382	E3 82	1	0x00007E67	繧	1	E3 82	1	0x00007E67	繧	1	E3 82	1	1	E3 82	0	差分なし
0xE383	E3 83	1	0x00007E5D	繝	1	E3 83	1	0x00007E5D	繝	1	E3 83	1	1	E3 83	0	差分なし
0xE384	E3 84	1	0x00007E56	繖	1	E3 84	1	0x00007E56	繖	1	E3 84	1	1	E3 84	0	差分なし
0xE385	E3 85	1	0x00007E5E	繞	1	E3 85	1	0x00007E5E	繞	1	E3 85	1	1	E3 85	0	差分なし
0xE386	E3 86	1	0x00007E59	繙	1	E3 86	1	0x00007E59	繙	1	E3 86	1	1	E3 86	0	差分なし
0xE387	E3 87	1	0x00007E5A	繚	1	E3 87	1	0x00007E5A	繚	1	E3 87	1	1	E3 87	0	差分なし
0xE388	E3 88	1	0x00007E79	繹	1	E3 88	1	0x00007E79	繹	1	E3 88	1	1	E3 88	0	差分なし
0xE389	E3 89	1	0x00007E6A	繪	1	E3 89	1	0x00007E6A	繪	1	E3 89	1	1	E3 89	0	差分なし
0xE38A	E3 8A	1	0x00007E69	繩	1	E3 8A	1	0x00007E69	繩	1	E3 8A	1	1	E3 8A	0	差分なし
0xE38B	E3 8B	1	0x00007E7C	繼	1	E3 8B	1	0x00007E7C	繼	1	E3 8B	1	1	E3 8B	0	差分なし
0xE38C	E3 8C	1	0x00007E7B	繻	1	E3 8C	1	0x00007E7B	繻	1	E3 8C	1	1	E3 8C	0	差分なし
0xE38D	E3 8D	1	0x00007E83	纃	1	E3 8D	1	0x00007E83	纃	1	E3 8D	1	1	E3 8D	0	差分なし
0xE38E	E3 8E	1	0x00007DD5	緕	1	E3 8E	1	0x00007DD5	緕	1	E3 8E	1	1	E3 8E	0	差分なし
0xE38F	E3 8F	1	0x00007E7D	繽	1	E3 8F	1	0x00007E7D	繽	1	E3 8F	1	1	E3 8F	0	差分なし
0xE390	E3 90	1	0x00008FAE	辮	1	E3 90	1	0x00008FAE	辮	1	E3 90	1	1	E3 90	0	差分なし
0xE391	E3 91	1	0x00007E7F	繿	1	E3 91	1	0x00007E7F	繿	1	E3 91	1	1	E3 91	0	差分なし
0xE392	E3 92	1	0x00007E88	纈	1	E3 92	1	0x00007E88	纈	1	E3 92	1	1	E3 92	0	差分なし
0xE393	E3 93	1	0x00007E89	纉	1	E3 93	1	0x00007E89	纉	1	E3 93	1	1	E3 93	0	差分なし
0xE394	E3 94	1	0x00007E8C	續	1	E3 94	1	0x00007E8C	續	1	E3 94	1	1	E3 94	0	差分なし
0xE395	E3 95	1	0x00007E92	纒	1	E3 95	1	0x00007E92	纒	1	E3 95	1	1	E3 95	0	差分なし
0xE396	E3 96	1	0x00007E90	纐	1	E3 96	1	0x00007E90	纐	1	E3 96	1	1	E3 96	0	差分なし
0xE397	E3 97	1	0x00007E93	纓	1	E3 97	1	0x00007E93	纓	1	E3 97	1	1	E3 97	0	差分なし
0xE398	E3 98	1	0x00007E94	纔	1	E3 98	1	0x00007E94	纔	1	E3 98	1	1	E3 98	0	差分なし
0xE399	E3 99	1	0x00007E96	纖	1	E3 99	1	0x00007E96	纖	1	E3 99	1	1	E3 99	0	差分なし
0xE39A	E3 9A	1	0x00007E8E	纎	1	E3 9A	1	0x00007E8E	纎	1	E3 9A	1	1	E3 9A	0	差分なし
0xE39B	E3 9B	1	0x00007E9B	纛	1	E3 9B	1	0x00007E9B	纛	1	E3 9B	1	1	E3 9B	0	差分なし
0xE39C	E3 9C	1	0x00007E9C	纜	1	E3 9C	1	0x00007E9C	纜	1	E3 9C	1	1	E3 9C	0	差分なし
0xE39D	E3 9D	1	0x00007F38	缸	1	E3 9D	1	0x00007F38	缸	1	E3 9D	1	1	E3 9D	0	差分なし
0xE39E	E3 9E	1	0x00007F3A	缺	1	E3 9E	1	0x00007F3A	缺	1	E3 9E	1	1	E3 9E	0	差分なし
0xE39F	E3 9F	1	0x00007F45	罅	1	E3 9F	1	0x00007F45	罅	1	E3 9F	1	1	E3 9F	0	差分なし
0xE3A0	E3 A0	1	0x00007F4C	罌	1	E3 A0	1	0x00007F4C	罌	1	E3 A0	1	1	E3 A0	0	差分なし
0xE3A1	E3 A1	1	0x00007F4D	罍	1	E3 A1	1	0x00007F4D	罍	1	E3 A1	1	1	E3 A1	0	差分なし
0xE3A2	E3 A2	1	0x00007F4E	罎	1	E3 A2	1	0x00007F4E	罎	1	E3 A2	1	1	E3 A2	0	差分なし
0xE3A3	E3 A3	1	0x00007F50	罐	1	E3 A3	1	0x00007F50	罐	1	E3 A3	1	1	E3 A3	0	差分なし
0xE3A4	E3 A4	1	0x00007F51	网	1	E3 A4	1	0x00007F51	网	1	E3 A4	1	1	E3 A4	0	差分なし
0xE3A5	E3 A5	1	0x00007F55	罕	1	E3 A5	1	0x00007F55	罕	1	E3 A5	1	1	E3 A5	0	差分なし
0xE3A6	E3 A6	1	0x00007F54	罔	1	E3 A6	1	0x00007F54	罔	1	E3 A6	1	1	E3 A6	0	差分なし
0xE3A7	E3 A7	1	0x00007F58	罘	1	E3 A7	1	0x00007F58	罘	1	E3 A7	1	1	E3 A7	0	差分なし
0xE3A8	E3 A8	1	0x00007F5F	罟	1	E3 A8	1	0x00007F5F	罟	1	E3 A8	1	1	E3 A8	0	差分なし
0xE3A9	E3 A9	1	0x00007F60	罠	1	E3 A9	1	0x00007F60	罠	1	E3 A9	1	1	E3 A9	0	差分なし
0xE3AA	E3 AA	1	0x00007F68	罨	1	E3 AA	1	0x00007F68	罨	1	E3 AA	1	1	E3 AA	0	差分なし
0xE3AB	E3 AB	1	0x00007F69	罩	1	E3 AB	1	0x00007F69	罩	1	E3 AB	1	1	E3 AB	0	差分なし
0xE3AC	E3 AC	1	0x00007F67	罧	1	E3 AC	1	0x00007F67	罧	1	E3 AC	1	1	E3 AC	0	差分なし
0xE3AD	E3 AD	1	0x00007F78	罸	1	E3 AD	1	0x00007F78	罸	1	E3 AD	1	1	E3 AD	0	差分なし
0xE3AE	E3 AE	1	0x00007F82	羂	1	E3 AE	1	0x00007F82	羂	1	E3 AE	1	1	E3 AE	0	差分なし
0xE3AF	E3 AF	1	0x00007F86	羆	1	E3 AF	1	0x00007F86	羆	1	E3 AF	1	1	E3 AF	0	差分なし
0xE3B0	E3 B0	1	0x00007F83	羃	1	E3 B0	1	0x00007F83	羃	1	E3 B0	1	1	E3 B0	0	差分なし
0xE3B1	E3 B1	1	0x00007F88	羈	1	E3 B1	1	0x00007F88	羈	1	E3 B1	1	1	E3 B1	0	差分なし
0xE3B2	E3 B2	1	0x00007F87	羇	1	E3 B2	1	0x00007F87	羇	1	E3 B2	1	1	E3 B2	0	差分なし
